os,device_type,client_type,network,idea_type,industry_level1_id,industry_level2_id,location,isweekend,weekdays,day,hour,site,status,is_cache,is_pasv_flush,isp,ugender,rk_age_range,rk_hour
1,1,a,0,1,8,82,21,0,5,12,12,1,0,0,0,4,0,0,12
2,1,a,2,1,9,95,28,0,5,12,10,1,0,0,0,2,male,0,10
1,1,a,1,3,1,19,21,0,5,12,12,1,1,0,0,1,0,26-30,12
2,1,a,2,12,8,86,50,0,5,12,9,1,0,0,0,2,male,0,9
1,1,a,1,3,1,19,21,0,5,12,15,1,0,0,0,1,0,0,14
2,1,a,2,3,9,90,20,0,5,12,19,1,1,1,0,1,female,0,18
2,1,a,1,5,1,19,23,0,5,12,21,1,1,0,0,2,male,0,21
2,1,a,1,3,1,19,4,0,5,12,8,1,0,0,0,1,male,0,8
2,1,a,1,2,1,24,25,0,5,12,17,1,1,0,0,1,female,0,17
2,1,a,1,1,4,50,21,0,5,12,17,1,0,0,0,1,female,0,17
2,1,a,2,2,8,82,21,0,5,12,16,1,0,0,0,1,female,0,16
1,1,w,2,2,18,152,4001,0,5,12,23,2,0,0,0,4,0,0,23
2,1,a,2,2,1,21,4,0,5,12,14,1,0,0,0,3,male,0,14
1,1,a,1,3,12,123,25,0,5,12,16,1,1,0,0,1,0,31-35,16
1,1,a,2,3,12,123,21,0,5,12,1,1,1,0,0,1,male,0,1
2,1,a,1,3,1,19,4,0,5,12,19,1,0,0,0,1,male,0,19
1,1,a,1,2,9,87,4,0,5,12,11,1,0,0,0,1,0,0,11
1,1,a,1,1,9,91,23,0,5,12,10,1,1,0,0,2,0,0,10
1,1,a,1,3,12,123,25,0,5,12,22,1,1,0,0,3,0,0,22
1,1,a,1,1,11,114,29,0,5,12,19,1,0,0,0,1,0,36-40,19
1,1,a,1,3,1,19,25,0,5,12,19,1,0,0,0,1,0,36-40,19
2,1,w,4,2,7,75,5,0,5,12,8,2,0,0,0,4,0,0,8
1,1,a,1,2,1,24,4,0,5,12,19,1,0,0,0,3,0,26-30,19
1,1,a,1,1,11,114,22,0,5,12,14,1,0,0,0,2,0,0,14
2,1,a,2,2,10,107,23,0,5,12,7,1,1,0,0,3,female,0,7
2,1,a,1,3,1,19,4,0,5,12,17,1,0,0,0,2,female,0,17
1,1,a,2,1,9,95,20,0,5,12,11,1,1,0,0,1,male,0,11
1,1,a,2,1,9,95,20,0,5,12,15,1,0,0,0,4,male,0,15
2,1,a,1,3,1,19,21,0,5,12,0,1,0,0,0,1,male,0,0
2,1,a,2,1,9,95,4,0,5,12,19,1,0,0,0,1,male,0,19
1,1,a,1,1,1,24,27,0,5,12,7,1,0,0,0,1,0,41-45,7
2,1,w,4,2,11,116,102,0,5,12,19,2,0,0,0,4,0,0,19
1,1,a,2,3,1,24,28,0,5,12,6,1,0,0,0,1,0,0,6
1,1,a,2,1,7,75,27,0,5,12,6,1,1,0,0,1,0,0,6
2,1,a,2,2,10,107,4,0,5,12,8,1,0,0,0,3,male,0,8
2,1,w,4,1,9,106,2,0,5,12,7,2,0,0,0,4,0,0,7
1,1,a,0,1,9,92,21,0,5,12,10,1,0,0,0,4,0,0,10
1,1,a,2,1,9,106,28,0,5,12,9,1,0,0,0,1,0,0,9
1,1,a,2,1,9,92,29,0,5,12,9,1,0,0,0,1,0,0,9
1,1,a,2,3,16,139,27,0,5,12,9,1,0,0,0,1,0,0,9
1,1,a,2,1,1,21,26,0,5,12,9,1,0,0,0,1,0,0,9
1,1,a,2,3,1,19,25,0,5,12,17,1,0,0,0,1,male,0,17
1,1,a,1,3,12,123,4,0,5,12,12,1,0,0,0,1,0,36-40,12
2,1,a,1,1,9,90,22,0,5,12,7,1,0,0,0,1,male,0,7
2,1,a,2,1,9,92,21,0,5,12,14,1,1,0,0,1,female,0,14
1,1,a,1,3,1,19,22,0,5,12,17,1,0,0,0,2,0,31-35,17
2,1,a,1,3,1,19,29,0,5,12,12,1,0,0,0,2,male,0,11
2,1,a,2,1,9,92,20,0,5,12,19,1,0,0,0,1,male,0,19
1,1,a,2,12,9,96,50,0,5,12,20,1,0,0,0,2,0,21-25,20
1,1,a,1,3,1,21,20,0,5,12,23,1,0,0,0,3,0,0,23
1,1,w,4,3,4,55,101,0,5,12,20,2,0,0,0,4,0,0,20
1,1,a,1,2,9,92,21,0,5,12,21,1,0,0,0,2,0,51-55,20
1,1,w,1,3,11,114,101,0,5,12,8,2,0,0,0,4,0,0,8
2,1,w,4,2,1,21,101,0,5,12,0,2,0,0,0,4,0,0,0
2,1,a,1,1,9,90,22,0,5,12,13,1,0,0,0,1,female,0,13
2,1,w,4,3,12,123,101,0,5,12,11,2,0,0,0,4,0,0,11
2,1,a,1,3,1,19,25,0,5,12,22,1,0,0,0,1,male,0,22
1,1,a,2,3,1,24,20,0,5,12,18,1,0,0,0,4,0,0,18
1,1,a,2,1,1,19,22,0,5,12,18,1,0,0,0,1,0,21-25,18
1,1,a,1,1,1,21,25,0,5,12,23,1,0,0,0,1,0,0,23
1,1,a,2,3,12,123,23,0,5,12,13,1,0,0,0,4,0,31-35,13
1,1,a,2,1,5,61,20,0,5,12,22,1,0,0,0,1,0,21-25,22
2,1,a,2,3,10,112,25,0,5,12,15,1,0,0,0,3,female,0,15
1,1,a,0,1,9,92,25,0,5,12,22,1,1,0,0,4,0,0,22
1,1,a,0,3,6,70,29,0,5,12,11,1,1,0,0,4,0,0,10
1,1,a,1,3,1,19,22,0,5,12,15,1,0,0,0,3,0,46-50,15
2,1,a,1,3,1,21,21,0,5,12,2,1,0,0,0,2,0,21-25,2
2,1,a,1,3,1,19,20,0,5,12,23,1,0,0,0,2,male,0,23
1,1,a,2,3,11,115,21,0,5,12,18,1,1,0,0,4,0,0,18
2,1,a,1,3,1,19,25,0,5,12,15,1,1,0,0,1,male,0,15
1,1,a,1,1,9,106,22,0,5,12,17,1,0,0,0,3,0,21-25,17
1,1,a,1,1,7,75,25,0,5,12,20,1,1,0,0,1,0,41-45,20
2,1,a,1,2,13,127,25,0,5,12,8,1,0,0,0,3,male,0,8
1,1,a,1,1,11,114,22,0,5,12,8,1,0,0,0,1,0,0,8
2,1,w,4,2,10,107,50,0,5,12,7,2,0,0,0,4,0,0,7
1,1,a,2,3,4,55,26,0,5,12,23,1,0,0,0,1,0,46-50,23
1,1,a,2,2,1,21,4,0,5,12,2,1,0,0,0,2,0,46-50,2
1,1,a,2,3,9,90,20,0,5,12,14,1,0,0,0,1,0,36-40,14
1,1,a,1,2,1,21,20,0,5,12,11,1,0,0,0,1,male,0,11
1,1,a,2,3,1,21,21,0,5,12,12,1,1,0,0,1,0,46-50,12
1,1,a,1,2,9,87,21,0,5,12,12,1,0,0,0,4,0,31-35,12
1,1,a,1,1,9,92,21,0,5,12,13,1,1,0,0,3,0,31-35,13
1,1,a,1,3,1,19,20,0,5,12,16,1,1,1,0,3,0,31-35,13
1,1,a,2,1,1,19,26,0,5,12,15,1,0,0,0,1,0,0,15
2,1,w,4,1,9,106,102,0,5,12,11,2,0,0,0,4,0,0,11
2,1,a,1,3,1,19,20,0,5,12,14,1,0,0,0,1,male,0,14
1,1,a,1,4,1,21,21,0,5,12,9,1,1,0,0,3,0,46-50,9
1,1,a,2,1,9,95,21,0,5,12,20,1,1,0,0,1,male,0,20
2,1,a,2,1,9,91,20,0,5,12,10,1,0,0,0,1,male,0,10
2,1,w,4,2,11,113,102,0,5,12,23,2,0,0,0,4,0,0,23
2,1,a,1,3,1,19,22,0,5,12,9,1,0,0,0,2,male,0,9
1,1,a,1,3,1,19,23,0,5,12,16,1,0,0,0,1,0,21-25,16
1,1,a,2,3,12,123,28,0,5,12,13,1,0,0,0,1,0,46-50,13
2,1,a,2,2,7,75,4,0,5,12,14,1,0,0,0,2,male,0,14
1,1,a,2,1,8,78,4,0,5,12,8,1,0,0,0,2,0,0,8
1,1,a,2,3,1,24,20,0,5,12,13,1,0,0,0,3,0,0,13
1,1,a,2,1,9,92,24,0,5,12,22,1,0,0,0,3,0,0,22
2,1,a,2,3,1,19,25,0,5,12,10,1,1,0,0,4,male,0,10
1,1,w,1,3,1,19,23,0,5,12,17,5,0,0,0,4,0,0,17
2,1,a,1,1,9,90,26,0,5,12,16,1,0,0,0,3,female,0,16
2,1,a,1,2,9,92,22,0,5,12,16,1,0,0,0,3,female,0,16
2,1,a,1,3,1,19,28,0,5,12,20,1,0,0,0,1,0,46-50,20
2,1,a,1,3,1,19,25,0,5,12,20,1,0,0,0,1,0,46-50,20
2,1,w,4,3,12,123,3,0,5,12,21,2,0,0,0,4,0,0,21
2,1,a,1,3,1,19,29,0,5,12,22,1,0,0,0,1,male,0,22
2,1,a,1,3,1,19,25,0,5,12,22,1,0,0,0,1,male,0,22
2,1,w,4,2,1,21,2,0,5,12,16,2,0,0,0,4,0,0,16
2,1,a,1,2,1,21,4,0,5,12,12,1,0,0,0,2,male,0,12
1,0,a,1,14,3,37,20,0,5,12,9,1,0,0,0,4,0,0,9
2,1,a,2,3,1,19,4,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,1,2,10,107,28,0,5,12,0,1,0,0,0,3,male,0,0
2,1,a,1,1,9,90,27,0,5,12,0,1,1,0,0,3,male,0,0
2,1,a,1,3,1,19,23,0,5,12,0,1,1,0,0,3,male,0,0
1,1,a,2,1,9,92,4,0,5,12,12,1,0,0,0,1,0,0,12
2,1,a,1,1,9,106,20,0,5,12,16,1,1,1,0,1,female,0,14
1,1,a,1,3,12,123,29,0,5,12,22,1,0,0,0,2,0,41-45,22
2,1,a,1,3,1,24,21,0,5,12,2,1,1,0,0,2,male,0,2
2,1,w,4,1,8,86,101,0,5,12,9,2,0,0,0,4,0,0,9
2,1,a,1,3,9,90,202,0,5,12,1,1,0,0,0,1,male,0,1
1,1,a,2,3,12,123,27,0,5,12,8,1,1,0,0,1,male,0,8
1,1,a,2,1,9,92,21,0,5,12,8,1,0,0,0,1,male,0,8
2,1,w,4,3,11,116,4,0,5,12,18,2,0,0,0,4,0,0,18
2,0,a,1,1,9,92,20,0,5,12,14,1,0,0,0,4,0,0,14
1,1,a,1,1,11,113,4,0,5,12,22,1,0,0,0,1,male,0,22
2,1,a,1,3,15,136,21,0,5,12,14,1,0,0,0,2,male,0,14
2,1,a,1,2,9,92,27,0,5,12,22,1,0,0,0,3,male,0,22
2,1,a,1,3,12,123,4,0,5,12,23,1,0,0,0,2,male,0,23
1,1,a,2,3,12,123,27,0,5,12,9,1,1,0,0,1,0,41-45,8
1,1,a,1,1,8,78,21,0,5,12,6,1,0,0,0,1,0,0,6
1,1,a,2,3,1,19,4,0,5,12,12,1,0,0,0,3,0,26-30,12
2,1,a,2,2,14,134,22,0,5,12,21,1,0,0,0,1,female,0,21
1,1,a,2,4,1,21,25,0,5,12,13,1,1,0,0,1,0,46-50,13
2,1,a,1,1,1,21,29,0,5,12,20,1,1,0,0,3,female,0,20
1,1,a,1,3,1,19,20,0,5,12,13,1,0,0,0,1,male,0,13
2,0,a,1,1,18,152,25,0,5,12,18,1,0,0,0,4,male,0,16
2,0,a,1,1,3,37,21,0,5,12,16,1,0,0,0,4,male,0,16
2,1,a,1,3,10,112,21,0,5,12,15,1,0,0,0,1,male,0,15
1,1,a,2,1,4,49,22,0,5,12,12,1,0,0,0,1,0,46-50,12
1,1,a,2,3,12,123,4,0,5,12,17,1,0,0,0,1,0,0,17
1,1,a,2,3,9,106,20,0,5,12,15,1,0,0,0,2,0,41-45,15
2,1,a,2,12,12,123,50,0,5,12,13,1,0,0,0,1,male,0,13
2,1,a,2,1,9,90,20,0,5,12,19,1,1,1,0,2,male,0,11
1,1,a,1,1,9,87,23,0,5,12,22,1,1,0,0,1,0,0,22
1,1,a,1,14,11,114,20,0,5,12,6,1,1,0,0,4,0,0,6
1,1,a,1,3,12,123,27,0,5,12,16,1,0,0,0,1,0,0,15
2,1,a,2,3,1,24,28,0,5,12,13,1,1,0,0,2,male,0,12
2,1,a,2,1,9,91,29,0,5,12,15,1,0,0,0,3,female,0,15
2,1,a,0,1,9,91,26,0,5,12,6,1,0,0,0,4,0,0,6
2,1,a,1,3,1,19,29,0,5,12,20,1,0,0,0,1,male,0,20
2,1,a,2,3,1,19,21,0,5,12,13,1,0,0,0,3,male,0,13
1,1,a,0,14,12,123,20,0,5,12,18,1,0,0,0,4,0,0,18
1,1,a,2,1,4,50,25,0,5,12,17,1,1,0,0,3,0,0,17
1,1,w,1,1,5,61,102,0,5,12,22,2,0,0,0,4,0,0,22
1,1,a,1,12,9,91,50,0,5,12,15,1,0,0,0,1,0,0,15
1,1,a,1,1,14,133,24,0,5,12,19,1,0,0,0,3,0,0,19
2,1,w,4,2,9,92,1,0,5,12,0,2,0,0,0,4,0,0,0
1,1,a,1,3,9,91,25,0,5,12,23,1,0,0,0,2,0,21-25,23
1,1,a,1,3,9,91,24,0,5,12,0,1,0,0,0,1,0,0,0
2,1,a,2,3,1,19,4,0,5,12,15,1,0,0,0,1,male,0,15
2,1,a,1,1,9,90,26,0,5,12,7,1,0,0,0,1,male,0,7
2,1,a,1,3,1,19,20,0,5,12,23,1,0,0,0,1,male,0,23
1,1,w,4,3,12,125,54,0,5,12,1,2,0,0,0,4,0,0,1
1,1,a,2,2,18,152,27,0,5,12,12,1,1,0,0,1,female,0,12
1,1,a,2,2,16,144,20,0,5,12,15,1,1,1,0,1,female,0,12
1,1,a,2,1,4,53,28,0,5,12,12,1,0,0,0,1,female,0,12
2,1,a,1,3,1,19,28,0,5,12,22,1,0,0,0,3,male,0,22
2,1,a,1,1,7,75,4,0,5,12,8,1,0,0,0,1,female,0,8
1,1,a,2,3,9,90,4,0,5,12,12,1,0,0,0,3,0,41-45,12
2,1,a,1,3,1,19,28,0,5,12,10,1,0,0,0,2,male,0,10
1,1,a,0,14,12,123,20,0,5,12,12,1,0,0,0,4,0,0,12
2,1,a,2,1,13,129,23,0,5,12,9,1,1,0,0,1,male,0,9
2,1,a,1,2,1,21,26,0,5,12,22,1,0,0,0,2,female,0,21
1,1,a,1,1,7,74,20,0,5,12,17,1,1,1,0,2,0,0,10
1,1,a,1,2,9,90,4,0,5,12,3,1,0,0,0,1,0,31-35,3
2,1,a,1,3,9,91,22,0,5,12,17,1,0,0,0,3,female,0,17
2,1,a,0,2,12,124,20,0,5,12,22,1,1,0,0,4,0,0,22
2,1,a,1,1,4,53,20,0,5,12,21,1,0,0,0,1,female,0,21
2,1,a,1,2,1,21,22,0,5,12,21,1,0,0,0,1,female,0,21
2,1,a,1,2,1,21,25,0,5,12,19,1,1,0,0,1,female,0,19
2,1,a,1,12,1,21,50,0,5,12,13,1,0,0,0,1,male,0,13
2,1,a,2,12,8,86,50,0,5,12,18,1,0,0,0,1,0,21-25,18
2,1,a,1,3,1,19,25,0,5,12,10,1,1,0,0,1,male,0,10
1,1,a,2,1,4,53,20,0,5,12,18,1,0,0,0,1,0,0,18
2,1,a,1,2,1,19,28,0,5,12,0,1,0,0,0,1,male,0,0
2,1,a,2,1,4,53,21,0,5,12,16,1,1,0,0,1,female,0,16
2,1,a,0,1,9,92,26,0,5,12,18,1,0,0,0,4,0,0,18
1,1,a,2,1,11,114,21,0,5,12,14,1,0,0,0,1,0,0,14
1,1,a,2,1,8,78,21,0,5,12,8,1,1,0,0,2,male,0,8
1,1,a,2,1,11,114,22,0,5,12,8,1,0,0,0,2,male,0,8
1,1,a,1,3,12,123,23,0,5,12,16,1,0,0,0,3,0,46-50,16
2,1,a,1,1,7,75,25,0,5,12,8,1,0,0,0,1,female,0,8
2,1,a,2,1,9,90,22,0,5,12,13,1,0,0,0,1,male,0,13
2,1,a,1,12,14,133,50,0,5,12,18,1,0,0,0,3,female,0,18
1,1,a,1,3,9,87,27,0,5,12,4,1,0,0,0,1,0,0,4
1,1,a,1,3,11,116,21,0,5,12,4,1,0,0,0,1,0,0,4
2,1,a,1,12,12,123,50,0,5,12,13,1,0,0,0,3,0,41-45,13
1,1,a,1,1,9,92,26,0,5,12,14,1,0,0,0,3,0,36-40,13
1,1,a,1,1,3,37,4,0,5,12,13,1,0,0,0,1,0,46-50,13
1,1,a,1,2,18,152,25,0,5,12,18,1,0,0,0,1,male,0,18
2,1,a,2,3,1,19,20,0,5,12,10,1,0,0,0,1,male,0,10
1,1,a,2,2,9,92,28,0,5,12,15,1,0,0,0,2,0,31-35,15
1,1,w,4,3,6,70,50,0,5,12,10,2,0,0,0,4,0,0,10
1,1,a,2,3,9,87,23,0,5,12,21,1,1,0,0,3,0,0,21
1,1,a,1,1,8,82,21,0,5,12,15,1,1,0,0,3,male,0,15
1,1,a,1,1,9,106,28,0,5,12,15,1,0,0,0,3,male,0,15
2,1,a,2,2,7,75,20,0,5,12,7,1,0,0,0,2,female,0,7
2,1,a,2,1,7,75,24,0,5,12,7,1,0,0,0,2,female,0,7
1,1,a,1,2,7,75,21,0,5,12,7,1,0,0,0,1,0,0,7
1,1,a,2,1,9,87,21,0,5,12,8,1,1,0,0,1,male,0,8
2,1,a,1,1,8,86,23,0,5,12,19,1,1,0,0,1,female,0,19
2,1,a,1,2,1,21,26,0,5,12,23,1,0,0,0,1,female,0,23
1,1,a,2,1,11,114,20,0,5,12,22,1,1,1,0,4,0,0,10
1,1,a,2,1,9,106,22,0,5,12,12,1,0,0,0,4,0,36-40,12
2,1,a,1,1,9,106,21,0,5,12,7,1,1,0,0,1,male,0,7
1,1,a,1,4,1,21,26,0,5,12,9,1,0,0,0,1,0,41-45,9
1,1,a,1,1,9,92,22,0,5,12,9,1,0,0,0,1,0,41-45,9
2,1,a,1,3,9,90,21,0,5,12,7,1,0,0,0,3,male,0,7
2,1,a,1,14,15,135,20,0,5,12,6,1,0,0,0,4,0,0,6
2,1,w,4,1,9,92,4,0,5,12,12,2,0,0,0,4,0,0,12
1,1,a,1,2,13,127,4,0,5,12,17,1,0,0,0,1,male,0,17
2,1,a,1,2,1,21,20,0,5,12,6,1,0,0,0,1,male,0,6
1,1,a,1,3,12,123,20,0,5,12,23,1,0,0,0,1,male,0,23
1,1,a,2,1,9,92,23,0,5,12,10,1,0,0,0,1,female,0,10
1,1,a,1,3,9,90,4,0,5,12,23,1,0,0,0,1,0,26-30,23
2,1,a,2,1,9,90,22,0,5,12,8,1,0,0,0,1,male,0,8
1,1,a,2,2,18,152,27,0,5,12,17,1,1,0,0,1,male,0,17
1,1,a,1,1,12,123,4,0,5,12,7,1,0,0,0,1,male,0,7
1,1,a,1,1,7,75,23,0,5,12,17,1,0,0,0,4,male,0,17
1,1,a,1,3,12,123,29,0,5,12,17,1,1,0,0,4,male,0,17
1,1,a,1,12,12,123,50,0,5,12,9,1,0,0,0,2,0,0,9
1,1,a,2,1,9,92,22,0,5,12,8,1,0,0,0,1,0,0,8
1,1,a,2,12,12,123,50,0,5,12,17,1,0,0,0,2,male,0,17
1,1,a,1,1,11,114,20,0,5,12,15,1,1,0,0,4,0,0,14
1,1,a,2,2,9,92,20,0,5,12,16,1,1,0,0,1,male,0,16
1,1,a,1,3,12,123,4,0,5,12,22,1,0,0,0,1,0,0,22
1,1,a,2,1,4,53,20,0,5,12,22,1,0,0,0,1,female,0,22
1,1,a,2,3,12,123,21,0,5,12,22,1,0,0,0,1,female,0,22
2,1,a,3,1,9,95,4,0,5,12,15,1,0,0,0,3,male,0,15
1,1,a,1,12,12,123,50,0,5,12,12,1,0,0,0,2,0,31-35,12
1,1,a,2,1,7,75,28,0,5,12,1,1,0,0,0,2,0,0,0
1,1,a,1,1,9,92,4,0,5,12,22,1,0,0,0,1,male,0,22
1,1,a,2,3,12,123,23,0,5,12,17,1,0,0,0,3,0,0,17
2,1,a,1,1,9,92,22,0,5,12,15,1,0,0,0,4,male,0,14
1,1,a,1,1,7,75,21,0,5,12,12,1,0,0,0,1,male,0,12
1,1,a,1,3,9,90,4,0,5,12,1,1,0,0,0,1,0,0,1
1,1,a,1,1,9,92,4,0,5,12,20,1,0,0,0,1,male,0,20
1,1,w,2,3,12,123,23,0,5,12,18,5,0,0,0,1,0,0,18
2,1,a,1,1,7,75,27,0,5,12,22,1,1,0,0,1,female,0,22
2,1,a,1,12,18,152,50,0,5,12,21,1,0,0,0,1,male,0,21
2,1,a,2,1,9,106,21,0,5,12,11,1,1,0,0,1,male,0,11
1,1,a,1,3,1,19,20,0,5,12,11,1,0,0,0,1,0,0,11
1,1,a,2,1,12,123,21,0,5,12,7,1,1,0,0,4,0,46-50,7
2,1,a,2,1,4,53,22,0,5,12,10,1,0,0,0,3,male,0,9
1,1,a,1,3,1,21,27,0,5,12,10,1,1,0,0,3,male,0,9
2,1,a,1,2,1,21,28,0,5,12,22,1,0,0,0,1,female,0,22
2,1,a,1,3,1,19,25,0,5,12,21,1,0,0,0,3,male,0,21
2,1,a,2,2,8,86,21,0,5,12,8,1,0,0,0,1,male,0,8
2,1,a,1,3,9,90,25,0,5,12,7,1,0,0,0,3,male,0,7
1,1,a,2,3,9,91,20,0,5,12,23,1,0,1,0,2,0,0,20
1,1,a,1,2,11,116,23,0,5,12,6,1,1,0,0,4,0,0,6
1,0,w,4,1,9,92,304,0,5,12,17,2,0,0,0,4,0,0,17
2,1,a,1,12,8,86,50,0,5,12,14,1,0,0,0,1,male,0,14
1,1,a,1,3,1,19,4,0,5,12,10,1,0,0,0,1,0,0,10
1,1,a,2,3,1,19,21,0,5,12,22,1,0,0,0,4,0,21-25,22
1,1,a,1,2,14,133,26,0,5,12,21,1,0,0,0,3,0,26-30,21
1,1,a,1,3,9,91,22,0,5,12,21,1,0,0,0,3,0,26-30,21
2,1,w,2,2,1,24,52,0,5,12,9,2,0,0,0,4,0,0,9
2,1,w,4,3,12,123,3,0,5,12,18,2,0,0,0,4,0,0,18
2,1,w,4,2,4,55,4,0,5,12,18,2,0,0,0,4,0,0,18
2,0,a,1,1,8,82,26,0,5,12,13,1,1,0,0,4,male,0,13
2,1,a,1,3,1,19,22,0,5,12,11,1,0,0,0,1,male,0,11
2,1,a,1,1,1,21,21,0,5,12,8,1,1,0,0,2,0,26-30,8
2,1,a,1,3,1,19,25,0,5,12,12,1,1,0,0,2,male,0,12
1,1,a,2,1,1,21,23,0,5,12,6,1,0,0,0,1,0,46-50,5
1,1,a,1,3,1,24,22,0,5,12,16,1,0,0,0,1,female,0,16
1,1,a,1,1,9,92,29,0,5,12,16,1,1,0,0,1,female,0,16
1,1,a,0,1,14,132,22,0,5,12,2,1,0,0,0,4,0,0,2
1,1,a,1,1,9,92,22,0,5,12,11,1,0,0,0,3,0,0,11
1,1,a,0,2,1,24,28,0,5,12,6,1,0,0,0,4,0,0,4
1,1,a,0,1,4,53,25,0,5,12,6,1,1,0,0,4,0,0,4
2,1,a,1,1,7,75,21,0,5,12,8,1,1,0,0,4,male,0,8
1,1,a,1,2,4,55,22,0,5,12,11,1,0,0,0,1,male,0,11
1,1,a,1,3,1,19,22,0,5,12,10,1,0,0,0,1,0,0,10
1,1,w,4,3,12,123,102,0,5,12,7,2,0,0,0,4,0,0,7
2,1,a,2,1,11,116,4,0,5,12,12,1,0,0,0,1,male,0,12
1,1,a,2,1,4,53,20,0,5,12,16,1,0,0,0,1,0,46-50,16
1,1,a,2,1,7,75,22,0,5,12,20,1,0,0,0,1,0,0,20
1,1,w,1,3,1,19,3002,0,5,12,12,2,0,0,0,4,0,0,12
2,0,a,1,1,1,19,200,0,5,12,11,1,2,0,0,4,0,0,0
1,1,w,1,1,7,75,4,0,5,12,7,2,0,0,0,4,0,0,7
2,1,a,1,3,1,19,21,0,5,12,16,1,1,0,0,1,male,0,16
1,1,a,2,2,7,75,25,0,5,12,17,1,1,1,0,1,0,41-45,17
1,1,a,2,1,4,49,21,0,5,12,17,1,1,1,0,1,0,41-45,17
1,1,a,1,3,9,96,20,0,5,12,23,1,1,1,0,2,0,0,23
1,1,a,2,2,11,116,22,0,5,12,23,1,1,0,0,2,0,0,23
1,1,a,1,1,9,92,25,0,5,12,7,1,0,0,0,4,0,36-40,7
1,1,a,1,3,1,19,22,0,5,12,15,1,0,0,0,2,0,0,15
2,0,a,1,1,9,106,20,0,5,12,20,1,1,0,0,4,female,0,20
2,1,a,1,1,8,86,4,0,5,12,6,1,0,0,0,1,male,0,6
2,1,a,1,2,10,107,26,0,5,12,9,1,3,0,0,1,male,0,8
1,1,a,1,12,12,123,50,0,5,12,10,1,0,0,0,4,0,26-30,10
2,1,w,4,3,1,24,102,0,5,12,13,2,1,0,0,4,0,0,13
1,1,a,1,2,1,24,21,0,5,12,18,1,1,0,0,2,0,31-35,18
1,1,a,1,3,1,19,26,0,5,12,18,1,0,0,0,2,0,31-35,18
1,1,w,1,3,1,19,102,0,5,12,13,2,0,0,0,4,0,0,13
2,1,a,1,1,9,91,27,0,5,12,7,1,1,0,0,1,female,0,7
1,1,a,1,3,1,19,28,0,5,12,19,1,0,0,0,3,0,0,18
1,1,a,1,1,7,75,25,0,5,12,22,1,0,0,0,1,0,0,21
1,1,a,2,2,9,92,29,0,5,12,17,1,1,0,0,1,male,0,17
2,1,a,2,2,1,19,4,0,5,12,23,1,0,0,0,4,0,26-30,23
2,1,a,2,1,9,92,22,0,5,12,13,1,0,0,0,1,male,0,13
2,1,a,4,3,9,90,21,0,5,12,16,1,1,0,0,1,male,0,15
1,1,a,1,12,18,152,50,0,5,12,20,1,0,0,0,1,0,31-35,20
1,1,a,1,1,11,114,21,0,5,12,8,1,0,0,0,1,0,46-50,8
1,1,a,1,1,1,21,24,0,5,12,8,1,0,0,0,1,0,46-50,8
1,1,a,1,1,7,75,23,0,5,12,8,1,0,0,0,1,0,46-50,8
2,1,a,1,1,7,75,21,0,5,12,8,1,0,0,0,1,female,0,8
1,1,w,2,2,18,152,23,0,5,12,12,5,1,0,0,3,0,0,0
1,1,a,2,12,8,86,50,0,5,12,17,1,0,0,0,1,male,0,17
2,1,a,1,1,7,75,25,0,5,12,23,1,1,0,0,1,female,0,23
2,1,a,1,1,7,75,29,0,5,12,23,1,0,0,0,1,female,0,23
1,1,a,2,1,9,92,20,0,5,12,23,1,1,1,0,1,0,26-30,17
1,1,a,2,1,11,114,26,0,5,12,17,1,0,0,0,1,0,26-30,17
2,1,a,2,3,1,19,21,0,5,12,11,1,0,0,0,4,0,21-25,11
1,1,a,2,1,9,92,23,0,5,12,15,1,0,0,0,1,0,41-45,15
1,1,a,2,1,9,106,22,0,5,12,15,1,0,0,0,1,0,41-45,15
1,1,a,2,2,9,92,26,0,5,12,15,1,0,0,0,1,0,41-45,15
2,1,a,1,3,1,19,28,0,5,12,23,1,0,1,0,1,male,0,20
1,1,a,1,3,12,123,25,0,5,12,18,1,0,0,0,1,0,0,18
1,1,a,1,3,12,123,27,0,5,12,18,1,1,0,0,1,0,0,18
2,1,a,1,3,1,19,4,0,5,12,13,1,0,0,0,1,female,0,13
2,1,a,1,1,9,92,21,0,5,12,8,1,0,0,0,1,male,0,8
1,1,w,1,3,1,19,23,0,5,12,17,5,0,0,0,2,0,0,17
1,1,a,2,3,1,21,200,0,5,12,23,1,0,0,0,4,0,0,23
2,1,a,1,1,9,92,29,0,5,12,20,1,1,0,0,3,female,0,20
2,1,a,0,1,9,92,22,0,5,12,8,1,0,0,0,4,0,0,8
2,1,a,2,2,8,82,4,0,5,12,16,1,0,0,0,2,male,0,16
1,1,w,1,3,4,55,1,0,5,12,6,2,0,0,0,4,0,0,6
2,1,w,4,3,16,139,3,0,5,12,18,2,0,0,0,4,0,0,18
2,1,a,1,2,7,75,24,0,5,12,13,1,0,0,0,4,female,0,13
1,1,a,1,2,8,86,29,0,5,12,15,1,0,0,0,4,0,46-50,15
2,1,a,2,1,18,152,22,0,5,12,17,1,0,0,0,3,0,31-35,17
1,1,a,1,1,9,106,20,0,5,12,21,1,1,1,0,1,0,41-45,21
